part_id,part_type,material,part_name,spec,uom,unit_cost_usd,supplier,lead_time_days
PRT-000630,Shelf,Birch Plywood,Birch Plywood Shelf 1000x500x25mm,L=1000mm;W=500mm;T=25mm,EA,7.51,Supplier PlastiCraft,3
PRT-000631,Panel,Pine Wood,Pine Wood Panel 900x120x12mm,L=900mm;W=120mm;T=12mm,EA,2.79,Supplier MetalWorks,21
PRT-000632,Backboard,MDF,MDF Backboard 800x400x25mm,L=800mm;W=400mm;T=25mm,EA,1.62,Supplier GlassLab,13
PRT-000633,Leg,Pine Wood,Pine Wood Leg 700x100x12mm,L=700mm;W=100mm;T=12mm,EA,2.75,Supplier PlastiCraft,5
PRT-000634,Caster Wheel,Aluminum,Aluminum Caster Wheel,,EA,16.6,Supplier UpholsteryHub,12
PRT-000635,Shelf,Pine Wood,Pine Wood Shelf 800x80x12mm,L=800mm;W=80mm;T=12mm,EA,1.44,Supplier FinishesPlus,16
PRT-000636,Washer,Steel,Steel Washer M6,Dia=6mm,EA,0.01,Supplier MetalWorks,17
PRT-000637,Drawer Front,MDF,MDF Drawer Front 500x80x18mm,L=500mm;W=80mm;T=18mm,EA,2.08,Supplier FinishesPlus,29
PRT-000638,Bolt,Steel,Steel Bolt M6x40,Dia=6mm;Len=40mm,EA,0.05,Supplier GlassLab,24
PRT-000639,Hinge,Stainless Steel,Stainless Steel Hinge,,EA,10.25,Supplier FastenPro,22
PRT-000640,Leg,Oak Wood,Oak Wood Leg 900x600x12mm,L=900mm;W=600mm;T=12mm,EA,5.42,Supplier UpholsteryHub,19
PRT-000641,Foam Insert,Foam,Foam Foam Insert 200x200x60mm,L=200mm;W=200mm;T=60mm,EA,3.68,Supplier GlassLab,23
PRT-000642,Drawer Front,Birch Plywood,Birch Plywood Drawer Front 500x40x12mm,L=500mm;W=40mm;T=12mm,EA,2.61,Supplier UpholsteryHub,7
PRT-000643,Leg,Walnut Wood,Walnut Wood Leg 800x400x18mm,L=800mm;W=400mm;T=18mm,EA,6.79,Supplier UpholsteryHub,25
PRT-000644,Caster Wheel,Aluminum,Aluminum Caster Wheel,,EA,7.13,Supplier EcoMaterials,17
PRT-000645,Panel,Birch Plywood,Birch Plywood Panel 300x150x12mm,L=300mm;W=150mm;T=12mm,EA,1.9,Supplier MetalWorks,5
PRT-000646,Washer,Steel,Steel Washer M4,Dia=4mm,EA,0.02,Supplier MetalWorks,10
PRT-000647,Shelf,Pine Wood,Pine Wood Shelf 1000x40x12mm,L=1000mm;W=40mm;T=12mm,EA,2.45,Supplier TimberCo,28
PRT-000648,Screw,Steel,Steel Screw M6x40,Dia=6mm;Len=40mm,EA,0.04,Supplier PrimeSupply,18
PRT-000649,Shelf,Walnut Wood,Walnut Wood Shelf 2000x150x18mm,L=2000mm;W=150mm;T=18mm,EA,7.45,Supplier EcoMaterials,3
PRT-000650,Panel,MDF,MDF Panel 1600x40x8mm,L=1600mm;W=40mm;T=8mm,EA,1.58,Supplier UpholsteryHub,21
PRT-000651,Beam,Walnut Wood,Walnut Wood Beam 1000x40x40mm,L=1000mm;W=40mm;T=40mm,EA,5.14,Supplier EcoMaterials,20
PRT-000652,Drawer Front,Oak Wood,Oak Wood Drawer Front 700x40x18mm,L=700mm;W=40mm;T=18mm,EA,3.89,Supplier FinishesPlus,13
PRT-000653,Beam,Oak Wood,Oak Wood Beam 1000x800x12mm,L=1000mm;W=800mm;T=12mm,EA,3.72,Supplier PrimeSupply,22
PRT-000654,Panel,Pine Wood,Pine Wood Panel 1400x80x12mm,L=1400mm;W=80mm;T=12mm,EA,1.74,Supplier FinishesPlus,25
PRT-000655,Glass Top,Tempered Glass,Tempered Glass Glass Top 1200x500mm,L=1200mm;W=500mm,EA,15.21,Supplier FinishesPlus,8
PRT-000656,Nut,Brass,Brass Nut M3,Dia=3mm,EA,0.05,Supplier PrimeSupply,4
PRT-000657,Bolt,Brass,Brass Bolt M4x30,Dia=4mm;Len=30mm,EA,0.19,Supplier PrimeSupply,10
PRT-000658,Fabric Cover,Fabric,Fabric Fabric Cover 1200x700mm,L=1200mm;W=700mm,EA,7.41,Supplier EcoMaterials,5
PRT-000659,Glass Top,Tempered Glass,Tempered Glass Glass Top 1400x400mm,L=1400mm;W=400mm,EA,19.37,Supplier EcoMaterials,9
PRT-000660,Bracket,Aluminum,Aluminum Bracket,,EA,8.52,Supplier PrimeSupply,25
PRT-000661,Panel,Oak Wood,Oak Wood Panel 900x500x18mm,L=900mm;W=500mm;T=18mm,EA,6.74,Supplier MetalWorks,11
PRT-000662,Shelf,Pine Wood,Pine Wood Shelf 600x80x20mm,L=600mm;W=80mm;T=20mm,EA,2.02,Supplier HardwareHouse,33
PRT-000663,Beam,Walnut Wood,Walnut Wood Beam 1000x60x20mm,L=1000mm;W=60mm;T=20mm,EA,4.24,Supplier EcoMaterials,14
PRT-000664,Drawer Front,MDF,MDF Drawer Front 500x150x20mm,L=500mm;W=150mm;T=20mm,EA,1.71,Supplier MetalWorks,32
PRT-000665,Drawer Front,Oak Wood,Oak Wood Drawer Front 1000x120x25mm,L=1000mm;W=120mm;T=25mm,EA,4.24,Supplier MetalWorks,6
PRT-000666,Handle,Stainless Steel,Stainless Steel Handle,,EA,13.77,Supplier TimberCo,9
PRT-000667,Shelf,MDF,MDF Shelf 700x60x15mm,L=700mm;W=60mm;T=15mm,EA,1.68,Supplier FastenPro,10
PRT-000668,Bolt,Stainless Steel,Stainless Steel Bolt M6x30,Dia=6mm;Len=30mm,EA,0.32,Supplier EcoMaterials,11
PRT-000669,Feet Pad,Aluminum,Aluminum Feet Pad,,EA,2.37,Supplier EcoMaterials,6
PRT-000670,Drawer Front,Pine Wood,Pine Wood Drawer Front 1200x150x8mm,L=1200mm;W=150mm;T=8mm,EA,2.19,Supplier EcoMaterials,21
PRT-000671,Screw,Steel,Steel Screw M5x50,Dia=5mm;Len=50mm,EA,0.11,Supplier EcoMaterials,17
PRT-000672,Nut,Steel,Steel Nut M6,Dia=6mm,EA,0.02,Supplier MetalWorks,2
PRT-000673,Slider,Steel,Steel Slider,,EA,7.71,Supplier FastenPro,21
PRT-000674,Screw,Brass,Brass Screw M4x12,Dia=4mm;Len=12mm,EA,0.06,Supplier UpholsteryHub,18
PRT-000675,Shelf,Oak Wood,Oak Wood Shelf 1000x100x25mm,L=1000mm;W=100mm;T=25mm,EA,4.59,Supplier UpholsteryHub,20
PRT-000676,Glass Top,Tempered Glass,Tempered Glass Glass Top 1600x600mm,L=1600mm;W=600mm,EA,63.15,Supplier PrimeSupply,9
PRT-000677,Shelf,Oak Wood,Oak Wood Shelf 800x300x18mm,L=800mm;W=300mm;T=18mm,EA,5.43,Supplier FinishesPlus,25
PRT-000678,Leg,MDF,MDF Leg 500x100x12mm,L=500mm;W=100mm;T=12mm,EA,1.63,Supplier HardwareHouse,21
PRT-000679,Shelf,Pine Wood,Pine Wood Shelf 900x300x12mm,L=900mm;W=300mm;T=12mm,EA,1.98,Supplier PlastiCraft,4
PRT-000680,Panel,Oak Wood,Oak Wood Panel 600x400x8mm,L=600mm;W=400mm;T=8mm,EA,3.91,Supplier GlassLab,26
PRT-000681,Backboard,Walnut Wood,Walnut Wood Backboard 500x80x8mm,L=500mm;W=80mm;T=8mm,EA,3.84,Supplier UpholsteryHub,2
PRT-000682,Beam,Birch Plywood,Birch Plywood Beam 800x120x15mm,L=800mm;W=120mm;T=15mm,EA,2.8,Supplier PrimeSupply,28
PRT-000683,Beam,Pine Wood,Pine Wood Beam 1200x100x50mm,L=1200mm;W=100mm;T=50mm,EA,2.12,Supplier GlassLab,19
PRT-000684,Screw,Steel,Steel Screw M8x10,Dia=8mm;Len=10mm,EA,0.04,Supplier GlassLab,28
PRT-000685,Panel,Walnut Wood,Walnut Wood Panel 800x120x20mm,L=800mm;W=120mm;T=20mm,EA,5.45,Supplier PlastiCraft,23
PRT-000686,Glue Bottle,Glue,Glue Glue Bottle 1L,Volume=1L,EA,1.99,Supplier HardwareHouse,10
PRT-000687,Beam,Pine Wood,Pine Wood Beam 600x60x25mm,L=600mm;W=60mm;T=25mm,EA,2.06,Supplier FinishesPlus,22
PRT-000688,Backboard,Oak Wood,Oak Wood Backboard 500x500x8mm,L=500mm;W=500mm;T=8mm,EA,4.32,Supplier FinishesPlus,20
PRT-000689,Leg,MDF,MDF Leg 800x100x8mm,L=800mm;W=100mm;T=8mm,EA,1.79,Supplier GlassLab,21
PRT-000690,Shelf,Pine Wood,Pine Wood Shelf 900x100x30mm,L=900mm;W=100mm;T=30mm,EA,3.04,Supplier UpholsteryHub,25
PRT-000691,Feet Pad,Polypropylene,Polypropylene Feet Pad,,EA,0.82,Supplier TimberCo,20
PRT-000692,Shelf,Pine Wood,Pine Wood Shelf 500x60x15mm,L=500mm;W=60mm;T=15mm,EA,2.16,Supplier FastenPro,24
PRT-000693,Shelf,Pine Wood,Pine Wood Shelf 700x80x25mm,L=700mm;W=80mm;T=25mm,EA,3.78,Supplier FastenPro,20
PRT-000694,Leg,Walnut Wood,Walnut Wood Leg 1400x100x20mm,L=1400mm;W=100mm;T=20mm,EA,6.03,Supplier UpholsteryHub,4
PRT-000695,Panel,MDF,MDF Panel 600x200x18mm,L=600mm;W=200mm;T=18mm,EA,2.14,Supplier MetalWorks,8
PRT-000696,Screw,Steel,Steel Screw M8x10,Dia=8mm;Len=10mm,EA,0.07,Supplier EcoMaterials,17
PRT-000697,Bolt,Steel,Steel Bolt M6x30,Dia=6mm;Len=30mm,EA,0.08,Supplier FinishesPlus,9
PRT-000698,Screw,Steel,Steel Screw M5x20,Dia=5mm;Len=20mm,EA,0.08,Supplier FinishesPlus,2
PRT-000699,Foam Insert,Foam,Foam Foam Insert 200x40x40mm,L=200mm;W=40mm;T=40mm,EA,3.76,Supplier PrimeSupply,29
PRT-000700,Foam Insert,Foam,Foam Foam Insert 700x40x100mm,L=700mm;W=40mm;T=100mm,EA,4.12,Supplier GlassLab,29
PRT-000701,Panel,Birch Plywood,Birch Plywood Panel 800x500x40mm,L=800mm;W=500mm;T=40mm,EA,6.68,Supplier FinishesPlus,18
PRT-000702,Shelf,Oak Wood,Oak Wood Shelf 300x100x18mm,L=300mm;W=100mm;T=18mm,EA,3.79,Supplier PrimeSupply,17
PRT-000703,Glass Top,Tempered Glass,Tempered Glass Glass Top 600x800mm,L=600mm;W=800mm,EA,28.94,Supplier TimberCo,8
PRT-000704,Paint Can,Paint,Paint Paint Can 1L,Volume=1L,EA,3.18,Supplier UpholsteryHub,16
PRT-000705,Backboard,MDF,MDF Backboard 400x80x15mm,L=400mm;W=80mm;T=15mm,EA,1.0,Supplier FinishesPlus,29
PRT-000706,Screw,Steel,Steel Screw M8x25,Dia=8mm;Len=25mm,EA,0.08,Supplier PrimeSupply,19
PRT-000707,Screw,Steel,Steel Screw M4x20,Dia=4mm;Len=20mm,EA,0.05,Supplier GlassLab,7
PRT-000708,Glue Bottle,Glue,Glue Glue Bottle 1L,Volume=1L,EA,3.4,Supplier EcoMaterials,10
PRT-000709,Beam,Oak Wood,Oak Wood Beam 700x200x40mm,L=700mm;W=200mm;T=40mm,EA,8.51,Supplier FastenPro,28
PRT-000710,Shelf,Oak Wood,Oak Wood Shelf 400x400x18mm,L=400mm;W=400mm;T=18mm,EA,3.46,Supplier GlassLab,2
PRT-000711,Hinge,Steel,Steel Hinge,,EA,5.37,Supplier FinishesPlus,24
PRT-000712,Beam,Walnut Wood,Walnut Wood Beam 1400x60x18mm,L=1400mm;W=60mm;T=18mm,EA,5.86,Supplier EcoMaterials,6
PRT-000713,Screw,Steel,Steel Screw M6x40,Dia=6mm;Len=40mm,EA,0.04,Supplier PrimeSupply,13
PRT-000714,Screw,Steel,Steel Screw M8x30,Dia=8mm;Len=30mm,EA,0.08,Supplier FastenPro,6
PRT-000715,Caster Wheel,Steel,Steel Caster Wheel,,EA,8.76,Supplier UpholsteryHub,31
PRT-000716,Leg,MDF,MDF Leg 500x60x20mm,L=500mm;W=60mm;T=20mm,EA,1.66,Supplier TimberCo,15
PRT-000717,Slider,Stainless Steel,Stainless Steel Slider,,EA,7.13,Supplier PrimeSupply,5
PRT-000718,Shelf,Pine Wood,Pine Wood Shelf 1200x120x25mm,L=1200mm;W=120mm;T=25mm,EA,1.41,Supplier UpholsteryHub,26
PRT-000719,Glue Bottle,Glue,Glue Glue Bottle 1L,Volume=1L,EA,1.97,Supplier UpholsteryHub,12
PRT-000720,Caster Wheel,Polypropylene,Polypropylene Caster Wheel,,EA,2.3,Supplier EcoMaterials,9
PRT-000721,Bolt,Steel,Steel Bolt M5x25,Dia=5mm;Len=25mm,EA,0.09,Supplier GlassLab,15
PRT-000722,Drawer Front,Pine Wood,Pine Wood Drawer Front 300x300x8mm,L=300mm;W=300mm;T=8mm,EA,1.63,Supplier MetalWorks,31
PRT-000723,Glue Bottle,Glue,Glue Glue Bottle 1L,Volume=1L,EA,2.07,Supplier TimberCo,2
PRT-000724,Beam,Oak Wood,Oak Wood Beam 500x40x40mm,L=500mm;W=40mm;T=40mm,EA,3.96,Supplier PlastiCraft,27
PRT-000725,Shelf,MDF,MDF Shelf 1200x100x12mm,L=1200mm;W=100mm;T=12mm,EA,1.79,Supplier UpholsteryHub,15
PRT-000726,Slider,Steel,Steel Slider,,EA,6.49,Supplier HardwareHouse,13
PRT-000727,Glass Top,Tempered Glass,Tempered Glass Glass Top 800x700mm,L=800mm;W=700mm,EA,16.36,Supplier PlastiCraft,23
PRT-000728,Slider,Polypropylene,Polypropylene Slider,,EA,6.53,Supplier TimberCo,11
PRT-000729,Shelf,Pine Wood,Pine Wood Shelf 500x60x30mm,L=500mm;W=60mm;T=30mm,EA,1.68,Supplier FinishesPlus,8
PRT-000730,Rail,MDF,MDF Rail 1800x100x8mm,L=1800mm;W=100mm;T=8mm,EA,2.28,Supplier MetalWorks,11
PRT-000731,Bracket,Steel,Steel Bracket,,EA,3.57,Supplier GlassLab,21
PRT-000732,Hinge,Aluminum,Aluminum Hinge,,EA,7.26,Supplier TimberCo,21
PRT-000733,Beam,Pine Wood,Pine Wood Beam 600x150x15mm,L=600mm;W=150mm;T=15mm,EA,1.44,Supplier EcoMaterials,16
PRT-000734,Backboard,Pine Wood,Pine Wood Backboard 1600x500x8mm,L=1600mm;W=500mm;T=8mm,EA,3.35,Supplier UpholsteryHub,9
PRT-000735,Drawer Front,Pine Wood,Pine Wood Drawer Front 300x40x12mm,L=300mm;W=40mm;T=12mm,EA,2.06,Supplier PrimeSupply,4
PRT-000736,Feet Pad,Polypropylene,Polypropylene Feet Pad,,EA,1.74,Supplier TimberCo,24
PRT-000737,Foam Insert,Foam,Foam Foam Insert 400x150x40mm,L=400mm;W=150mm;T=40mm,EA,2.91,Supplier GlassLab,4
PRT-000738,Washer,Steel,Steel Washer M5,Dia=5mm,EA,0.01,Supplier EcoMaterials,12
PRT-000739,Fabric Cover,Fabric,Fabric Fabric Cover 1200x700mm,L=1200mm;W=700mm,EA,5.77,Supplier PlastiCraft,14
PRT-000740,Bolt,Steel,Steel Bolt M3x40,Dia=3mm;Len=40mm,EA,0.12,Supplier EcoMaterials,33
PRT-000741,Shelf,Pine Wood,Pine Wood Shelf 400x100x18mm,L=400mm;W=100mm;T=18mm,EA,2.07,Supplier GlassLab,10
PRT-000742,Shelf,MDF,MDF Shelf 800x300x8mm,L=800mm;W=300mm;T=8mm,EA,1.1,Supplier PlastiCraft,33
PRT-000743,Panel,Pine Wood,Pine Wood Panel 800x100x12mm,L=800mm;W=100mm;T=12mm,EA,2.33,Supplier EcoMaterials,22
PRT-000744,Leg,Walnut Wood,Walnut Wood Leg 800x400x8mm,L=800mm;W=400mm;T=8mm,EA,10.11,Supplier FastenPro,20
PRT-000745,Panel,MDF,MDF Panel 1800x100x30mm,L=1800mm;W=100mm;T=30mm,EA,1.63,Supplier FastenPro,2
PRT-000746,Panel,Oak Wood,Oak Wood Panel 200x800x20mm,L=200mm;W=800mm;T=20mm,EA,3.25,Supplier PrimeSupply,22
PRT-000747,Backboard,MDF,MDF Backboard 1000x120x15mm,L=1000mm;W=120mm;T=15mm,EA,1.59,Supplier FastenPro,12
PRT-000748,Drawer Front,Pine Wood,Pine Wood Drawer Front 1600x80x20mm,L=1600mm;W=80mm;T=20mm,EA,2.72,Supplier UpholsteryHub,20
PRT-000749,Washer,Steel,Steel Washer M10,Dia=10mm,EA,0.02,Supplier UpholsteryHub,26
PRT-000750,Drawer Front,MDF,MDF Drawer Front 500x100x25mm,L=500mm;W=100mm;T=25mm,EA,1.18,Supplier MetalWorks,31
PRT-000751,Shelf,Walnut Wood,Walnut Wood Shelf 700x200x15mm,L=700mm;W=200mm;T=15mm,EA,8.3,Supplier FinishesPlus,25
PRT-000752,Leg,Oak Wood,Oak Wood Leg 600x500x18mm,L=600mm;W=500mm;T=18mm,EA,9.34,Supplier HardwareHouse,32
PRT-000753,Backboard,Bamboo,Bamboo Backboard 600x40x12mm,L=600mm;W=40mm;T=12mm,EA,2.8,Supplier GlassLab,14
PRT-000754,Slider,Aluminum,Aluminum Slider,,EA,8.88,Supplier PrimeSupply,13
PRT-000755,Bolt,Steel,Steel Bolt M5x25,Dia=5mm;Len=25mm,EA,0.04,Supplier TimberCo,32
PRT-000756,Drawer Front,Pine Wood,Pine Wood Drawer Front 1400x120x50mm,L=1400mm;W=120mm;T=50mm,EA,3.25,Supplier UpholsteryHub,14
PRT-000757,Slider,Aluminum,Aluminum Slider,,EA,5.32,Supplier PlastiCraft,31
PRT-000758,Bolt,Brass,Brass Bolt M5x20,Dia=5mm;Len=20mm,EA,0.14,Supplier HardwareHouse,15
PRT-000759,Hinge,Aluminum,Aluminum Hinge,,EA,4.6,Supplier UpholsteryHub,29
PRT-000760,Bolt,Brass,Brass Bolt M8x40,Dia=8mm;Len=40mm,EA,0.35,Supplier HardwareHouse,2
PRT-000761,Nut,Steel,Steel Nut M8,Dia=8mm,EA,0.02,Supplier TimberCo,10
PRT-000762,Nut,Brass,Brass Nut M8,Dia=8mm,EA,0.02,Supplier GlassLab,19
PRT-000763,Drawer Front,Walnut Wood,Walnut Wood Drawer Front 1800x400x15mm,L=1800mm;W=400mm;T=15mm,EA,7.31,Supplier MetalWorks,33
PRT-000764,Drawer Front,MDF,MDF Drawer Front 1200x400x12mm,L=1200mm;W=400mm;T=12mm,EA,2.21,Supplier GlassLab,34
PRT-000765,Shelf,Birch Plywood,Birch Plywood Shelf 300x150x25mm,L=300mm;W=150mm;T=25mm,EA,1.54,Supplier TimberCo,30
PRT-000766,Shelf,Pine Wood,Pine Wood Shelf 1200x40x15mm,L=1200mm;W=40mm;T=15mm,EA,2.72,Supplier PrimeSupply,27
PRT-000767,Screw,Stainless Steel,Stainless Steel Screw M6x40,Dia=6mm;Len=40mm,EA,0.09,Supplier FastenPro,31
PRT-000768,Shelf,Oak Wood,Oak Wood Shelf 900x150x30mm,L=900mm;W=150mm;T=30mm,EA,3.97,Supplier PlastiCraft,12
PRT-000769,Beam,Birch Plywood,Birch Plywood Beam 1000x80x8mm,L=1000mm;W=80mm;T=8mm,EA,2.6,Supplier PlastiCraft,10
PRT-000770,Shelf,Pine Wood,Pine Wood Shelf 300x60x18mm,L=300mm;W=60mm;T=18mm,EA,2.9,Supplier UpholsteryHub,8
PRT-000771,Screw,Stainless Steel,Stainless Steel Screw M8x20,Dia=8mm;Len=20mm,EA,0.08,Supplier GlassLab,10
PRT-000772,Washer,Steel,Steel Washer M6,Dia=6mm,EA,0.01,Supplier EcoMaterials,30
PRT-000773,Panel,Pine Wood,Pine Wood Panel 200x150x20mm,L=200mm;W=150mm;T=20mm,EA,1.89,Supplier MetalWorks,3
PRT-000774,Screw,Steel,Steel Screw M4x20,Dia=4mm;Len=20mm,EA,0.04,Supplier MetalWorks,13
PRT-000775,Hinge,Stainless Steel,Stainless Steel Hinge,,EA,7.37,Supplier UpholsteryHub,6
PRT-000776,Leg,MDF,MDF Leg 700x100x50mm,L=700mm;W=100mm;T=50mm,EA,2.34,Supplier PlastiCraft,10
PRT-000777,Screw,Steel,Steel Screw M4x25,Dia=4mm;Len=25mm,EA,0.04,Supplier UpholsteryHub,28
PRT-000778,Panel,Bamboo,Bamboo Panel 500x100x8mm,L=500mm;W=100mm;T=8mm,EA,2.57,Supplier TimberCo,29
PRT-000779,Panel,Walnut Wood,Walnut Wood Panel 700x150x18mm,L=700mm;W=150mm;T=18mm,EA,6.26,Supplier FastenPro,9
PRT-000780,Rail,Pine Wood,Pine Wood Rail 1000x120x20mm,L=1000mm;W=120mm;T=20mm,EA,2.13,Supplier HardwareHouse,22
PRT-000781,Panel,Pine Wood,Pine Wood Panel 1800x80x18mm,L=1800mm;W=80mm;T=18mm,EA,1.44,Supplier PlastiCraft,23
PRT-000782,Varnish Can,Varnish,Varnish Varnish Can 1L,Volume=1L,EA,5.12,Supplier PrimeSupply,12
PRT-000783,Drawer Front,Pine Wood,Pine Wood Drawer Front 300x40x18mm,L=300mm;W=40mm;T=18mm,EA,1.4,Supplier HardwareHouse,6
PRT-000784,Bolt,Steel,Steel Bolt M3x40,Dia=3mm;Len=40mm,EA,0.08,Supplier GlassLab,6
PRT-000785,Rail,Pine Wood,Pine Wood Rail 500x500x12mm,L=500mm;W=500mm;T=12mm,EA,3.46,Supplier GlassLab,12
PRT-000786,Bolt,Steel,Steel Bolt M5x50,Dia=5mm;Len=50mm,EA,0.12,Supplier GlassLab,7
PRT-000787,Handle,Steel,Steel Handle,,EA,6.65,Supplier GlassLab,4
PRT-000788,Washer,Stainless Steel,Stainless Steel Washer M8,Dia=8mm,EA,0.03,Supplier FinishesPlus,7
PRT-000789,Panel,Oak Wood,Oak Wood Panel 1600x120x20mm,L=1600mm;W=120mm;T=20mm,EA,5.0,Supplier GlassLab,30
PRT-000790,Handle,Aluminum,Aluminum Handle,,EA,5.92,Supplier MetalWorks,25
PRT-000791,Leg,Bamboo,Bamboo Leg 400x300x40mm,L=400mm;W=300mm;T=40mm,EA,4.81,Supplier EcoMaterials,30
PRT-000792,Washer,Steel,Steel Washer M4,Dia=4mm,EA,0.02,Supplier TimberCo,16
PRT-000793,Washer,Stainless Steel,Stainless Steel Washer M6,Dia=6mm,EA,0.02,Supplier GlassLab,27
PRT-000794,Varnish Can,Varnish,Varnish Varnish Can 1L,Volume=1L,EA,4.61,Supplier PrimeSupply,15
PRT-000795,Shelf,Bamboo,Bamboo Shelf 200x400x30mm,L=200mm;W=400mm;T=30mm,EA,4.37,Supplier FastenPro,24
PRT-000796,Backboard,Birch Plywood,Birch Plywood Backboard 700x500x18mm,L=700mm;W=500mm;T=18mm,EA,2.18,Supplier FinishesPlus,21
PRT-000797,Backboard,Bamboo,Bamboo Backboard 500x500x50mm,L=500mm;W=500mm;T=50mm,EA,5.59,Supplier FastenPro,22
PRT-000798,Nut,Brass,Brass Nut M5,Dia=5mm,EA,0.04,Supplier FastenPro,30
PRT-000799,Screw,Steel,Steel Screw M3x12,Dia=3mm;Len=12mm,EA,0.02,Supplier FastenPro,26
PRT-000800,Drawer Front,MDF,MDF Drawer Front 300x60x30mm,L=300mm;W=60mm;T=30mm,EA,2.03,Supplier EcoMaterials,9
PRT-000801,Bracket,Steel,Steel Bracket,,EA,2.44,Supplier EcoMaterials,11
PRT-000802,Caster Wheel,Aluminum,Aluminum Caster Wheel,,EA,6.75,Supplier TimberCo,11
PRT-000803,Fabric Cover,Fabric,Fabric Fabric Cover 1000x800mm,L=1000mm;W=800mm,EA,8.8,Supplier GlassLab,24
PRT-000804,Hinge,Steel,Steel Hinge,,EA,6.29,Supplier PrimeSupply,25
PRT-000805,Nut,Steel,Steel Nut M5,Dia=5mm,EA,0.02,Supplier FinishesPlus,32
PRT-000806,Beam,Birch Plywood,Birch Plywood Beam 1600x60x30mm,L=1600mm;W=60mm;T=30mm,EA,2.61,Supplier UpholsteryHub,3
PRT-000807,Screw,Steel,Steel Screw M5x50,Dia=5mm;Len=50mm,EA,0.08,Supplier MetalWorks,10
PRT-000808,Drawer Front,Oak Wood,Oak Wood Drawer Front 600x40x15mm,L=600mm;W=40mm;T=15mm,EA,3.82,Supplier PrimeSupply,24
PRT-000809,Backboard,Birch Plywood,Birch Plywood Backboard 800x100x12mm,L=800mm;W=100mm;T=12mm,EA,3.25,Supplier EcoMaterials,31
PRT-000810,Screw,Steel,Steel Screw M4x40,Dia=4mm;Len=40mm,EA,0.04,Supplier PlastiCraft,24
PRT-000811,Rail,Pine Wood,Pine Wood Rail 1200x40x25mm,L=1200mm;W=40mm;T=25mm,EA,1.54,Supplier EcoMaterials,23
PRT-000812,Leg,Oak Wood,Oak Wood Leg 1000x500x18mm,L=1000mm;W=500mm;T=18mm,EA,8.44,Supplier GlassLab,6
PRT-000813,Washer,Stainless Steel,Stainless Steel Washer M3,Dia=3mm,EA,0.01,Supplier FastenPro,33
PRT-000814,Beam,Pine Wood,Pine Wood Beam 1200x800x30mm,L=1200mm;W=800mm;T=30mm,EA,2.81,Supplier FinishesPlus,15
PRT-000815,Screw,Stainless Steel,Stainless Steel Screw M8x12,Dia=8mm;Len=12mm,EA,0.1,Supplier UpholsteryHub,27
PRT-000816,Screw,Steel,Steel Screw M10x60,Dia=10mm;Len=60mm,EA,0.07,Supplier PrimeSupply,20
PRT-000817,Shelf,Pine Wood,Pine Wood Shelf 400x200x30mm,L=400mm;W=200mm;T=30mm,EA,3.62,Supplier UpholsteryHub,32
PRT-000818,Shelf,Oak Wood,Oak Wood Shelf 500x150x50mm,L=500mm;W=150mm;T=50mm,EA,4.58,Supplier GlassLab,16
PRT-000819,Beam,MDF,MDF Beam 1400x300x15mm,L=1400mm;W=300mm;T=15mm,EA,2.2,Supplier PrimeSupply,21
PRT-000820,Fabric Cover,Fabric,Fabric Fabric Cover 1000x600mm,L=1000mm;W=600mm,EA,5.1,Supplier PrimeSupply,10
PRT-000821,Rail,Birch Plywood,Birch Plywood Rail 800x120x15mm,L=800mm;W=120mm;T=15mm,EA,2.97,Supplier HardwareHouse,18
PRT-000822,Panel,Birch Plywood,Birch Plywood Panel 2000x40x50mm,L=2000mm;W=40mm;T=50mm,EA,4.49,Supplier PrimeSupply,12
PRT-000823,Varnish Can,Varnish,Varnish Varnish Can 1L,Volume=1L,EA,8.91,Supplier UpholsteryHub,8
PRT-000824,Handle,ABS Plastic,ABS Plastic Handle,,EA,3.62,Supplier TimberCo,27
PRT-000825,Nut,Steel,Steel Nut M5,Dia=5mm,EA,0.03,Supplier MetalWorks,19
PRT-000826,Handle,Steel,Steel Handle,,EA,8.69,Supplier PrimeSupply,3
PRT-000827,Nut,Steel,Steel Nut M8,Dia=8mm,EA,0.03,Supplier EcoMaterials,14
PRT-000828,Backboard,Walnut Wood,Walnut Wood Backboard 1600x150x15mm,L=1600mm;W=150mm;T=15mm,EA,5.93,Supplier GlassLab,12
PRT-000829,Bolt,Steel,Steel Bolt M6x25,Dia=6mm;Len=25mm,EA,0.09,Supplier PrimeSupply,20
PRT-000830,Bolt,Stainless Steel,Stainless Steel Bolt M4x30,Dia=4mm;Len=30mm,EA,0.22,Supplier FastenPro,24
PRT-000831,Backboard,Pine Wood,Pine Wood Backboard 1600x400x50mm,L=1600mm;W=400mm;T=50mm,EA,4.59,Supplier PrimeSupply,31
PRT-000832,Caster Wheel,Aluminum,Aluminum Caster Wheel,,EA,8.68,Supplier GlassLab,28
PRT-000833,Panel,Pine Wood,Pine Wood Panel 700x150x25mm,L=700mm;W=150mm;T=25mm,EA,1.92,Supplier PlastiCraft,30
PRT-000834,Rail,Pine Wood,Pine Wood Rail 600x400x25mm,L=600mm;W=400mm;T=25mm,EA,2.72,Supplier PlastiCraft,22
